저널명,SJR,랭킹
Quantum Information Processing,0.477,12074
South African Journal of Physiotherapy,0.477,12075
Journal of Current Ophthalmology,0.477,12076
Minerva Obstetrics and Gynecology,0.477,12077
Revista Clinica Espanola,0.477,12078
Turkish Journal of Gastroenterology,0.477,12079
IEEE International Reliability Physics Symposium Proceedings,0.477,12080
"Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT",0.477,12081
Modern Asian Studies,0.476,12082
Advanced Optical Technologies,0.476,12083
Australian Journal of Political Science,0.476,12084
Biofouling,0.476,12085
Climate Research,0.476,12086
Cogent Engineering,0.476,12087
Fennia,0.476,12088
International Journal of Accounting,0.476,12089
International Journal of Applied Glass Science,0.476,12090
International Journal of Early Years Education,0.476,12091
International Journal of Health Governance,0.476,12092
"Journal of Sustainable Development of Energy, Water and Environment Systems",0.476,12093
Magnetic Resonance Imaging Clinics of North America,0.476,12094
SPE Polymers,0.476,12095
Student Success,0.476,12096
Surface Topography: Metrology and Properties,0.476,12097
Town Planning Review,0.476,12098
Tree Genetics and Genomes,0.476,12099
Blockchain in Healthcare Today,0.476,12100
Progress in Artificial Intelligence,0.476,12101
Sexual and Relationship Therapy,0.476,12102
Religious Studies,0.475,12103
Acta Entomologica Musei Nationalis Pragae,0.475,12104
Colloids and Interfaces,0.475,12105
Eurasian Soil Science,0.475,12106
European Journal of Prosthodontics and Restorative Dentistry,0.475,12107
Island Arc,0.475,12108
Journal of Advanced Dielectrics,0.475,12109
Journal of Control and Decision,0.475,12110
Journal of Disability Studies in Education,0.475,12111
Journal of Electronic Materials,0.475,12112
Journal of Evidence-Based Social Work (United States),0.475,12113
Journal of the Optical Society of America B: Optical Physics,0.475,12114
Management in Education,0.475,12115
Mathematics and Financial Economics,0.475,12116
Methods and Applications in Fluorescence,0.475,12117
Revue Suisse de Zoologie,0.475,12118
Salamandra,0.475,12119
Subterranean Biology,0.475,12120
Sugar Tech,0.475,12121
Water Science and Technology: Water Supply,0.475,12122
Current Issues in Auditing,0.475,12123
British Politics,0.474,12124
"International Journal on Child Maltreatment: Research, Policy and Practice",0.474,12125
Journal of Children's Services,0.474,12126
SPAL,0.474,12127
Atlantic Geoscience,0.474,12128
Brazilian Dental Journal,0.474,12129
Clinical Teacher,0.474,12130
Interdisciplinary Perspectives on Infectious Diseases,0.474,12131
International Journal of Information and Communication Technology Education,0.474,12132
Journal of Hand Surgery Global Online,0.474,12133
Journal of Social Service Research,0.474,12134
Knowledge and Management of Aquatic Ecosystems,0.474,12135
Optimal Control Applications and Methods,0.474,12136
Pharmacological Research - Modern Chinese Medicine,0.474,12137
Polar Research,0.474,12138
Tetrahedron Green Chem,0.474,12139
Tribology Transactions,0.474,12140
Future Cardiology,0.474,12141
Health SA Gesondheid,0.474,12142
Innovations in Clinical Neuroscience,0.474,12143
Journal of International Medical Research,0.474,12144
Journal of Mathematical Neuroscience,0.474,12145
Journal of Medical Artificial Intelligence,0.474,12146
Opuscula,0.473,12147
Phonology,0.473,12148
AKCE International Journal of Graphs and Combinatorics,0.473,12149
Child Care in Practice,0.473,12150
Discrete Optimization,0.473,12151
Fuel Cells,0.473,12152
Heat Transfer,0.473,12153
IEEE Engineering Management Review,0.473,12154
International Journal of Exercise Science,0.473,12155
International Journal on Digital Libraries,0.473,12156
Ironmaking and Steelmaking,0.473,12157
Journal of Mathematical Chemistry,0.473,12158
Journal of the Australian Mathematical Society,0.473,12159
Journal of the Indian Chemical Society,0.473,12160
"Journal of Vacuum Science and Technology A: Vacuum, Surfaces and Films",0.473,12161
Journal of Veterinary Medical Education,0.473,12162
Materials Science and Technology (United Kingdom),0.473,12163
Microscopy Research and Technique,0.473,12164
Orthopedics,0.473,12165
Journal of Gambling Issues,0.473,12166
Toxicology and Industrial Health,0.473,12167
Zeitschrift fur Arbeits- und Organisationspsychologie,0.473,12168
Journal of Pharmacy Practice,0.472,12169
London Review of International Law,0.472,12170
Religion and Education,0.472,12171
Advanced Robotics,0.472,12172
Anaesthesiology Intensive Therapy,0.472,12173
Archives Europeennes de Sociologie,0.472,12174
BioInvasions Records,0.472,12175
Bioorganic and Medicinal Chemistry Letters,0.472,12176
Brazilian Oral Research,0.472,12177
Distinktion,0.472,12178
IEEE Instrumentation and Measurement Magazine,0.472,12179
Journal of Aerospace Engineering,0.472,12180
Journal of Science Communication,0.472,12181
Journal of Teaching in Travel and Tourism,0.472,12182
Journal of Veterinary Research (Poland),0.472,12183
Marine Biodiversity,0.472,12184
Networks and Spatial Economics,0.472,12185
New Generation Computing,0.472,12186
Nonprofit Policy Forum,0.472,12187
Radiation and Environmental Biophysics,0.472,12188
Surgical and Radiologic Anatomy,0.472,12189
Journal of Ambulatory Care Management,0.472,12190
Military Medicine,0.472,12191
International Journal of Orthopaedic and Trauma Nursing,0.471,12192
Psychology in Russia: State of the Art,0.471,12193
Unity and Dialogue,0.471,12194
Australian Economic Papers,0.471,12195
Australian Journal of Career Development,0.471,12196
Biomicrofluidics,0.471,12197
Environmental Engineering Science,0.471,12198
H2Open Journal,0.471,12199
Information Polity,0.471,12200
Journal of Applied Biomechanics,0.471,12201
Journal of Banking Regulation,0.471,12202
Journal of Infrastructure Systems,0.471,12203
Journal of Nanofluids,0.471,12204
Journal of Poultry Science,0.471,12205
Marine Geophysical Research,0.471,12206
Post-Communist Economies,0.471,12207
Tax Policy and the Economy,0.471,12208
Biofuels,0.471,12209
Clinical Biomechanics,0.471,12210
European Clinical Respiratory Journal,0.471,12211
Scandinavian Journal of Clinical and Laboratory Investigation,0.471,12212
Procedia Computer Science,0.471,12213
Integrative Psychological and Behavioral Science,0.470,12214
Materialy po Arkheologii i Istorii Antichnogo i Srednevekovogo Prichernomor'ya,0.470,12215
Translation and Translanguaging in Multilingual Contexts,0.470,12216
Agrekon,0.470,12217
Arthropod Structure and Development,0.470,12218
Digital Finance,0.470,12219
Energy Exploration and Exploitation,0.470,12220
"Forensic Science, Medicine, and Pathology",0.470,12221
"Geografiska Annaler, Series A: Physical Geography",0.470,12222
Hygiene,0.470,12223
Indagationes Mathematicae,0.470,12224
Insights: the UKSG Journal,0.470,12225
Journal of Chemical Thermodynamics,0.470,12226
Journal of Emergency Medicine,0.470,12227
"JSES Reviews, Reports, and Techniques",0.470,12228
Medicinal Chemistry Research,0.470,12229
Nano Express,0.470,12230
Oral Health and Preventive Dentistry,0.470,12231
Petroleum Geology and Oilfield Development in Daqing,0.470,12232
Strojniski Vestnik/Journal of Mechanical Engineering,0.470,12233
Water International,0.470,12234
Women's Studies in Communication,0.470,12235
Journal of Applied Genetics,0.470,12236
Communication and Critical/ Cultural Studies,0.469,12237
Accounting Research Journal,0.469,12238
American Journal of Enology and Viticulture,0.469,12239
Applied General Topology,0.469,12240
International Journal of Dynamics and Control,0.469,12241
JIMD Reports,0.469,12242
Journal of Economics and Finance,0.469,12243
Journal of Elder Abuse and Neglect,0.469,12244
Journal of Nanoparticle Research,0.469,12245
Journal of Solar Energy Engineering,0.469,12246
Magnetic Resonance Letters,0.469,12247
Maternal-Fetal Medicine,0.469,12248
Process Integration and Optimization for Sustainability,0.469,12249
Women and Therapy,0.469,12250
Journal of Osteoporosis,0.469,12251
Medicine (United States),0.469,12252
Proteome Science,0.469,12253
Arabian Archaeology and Epigraphy,0.468,12254
Journal of Comparative Family Studies,0.468,12255
"Religion, State and Society",0.468,12256
Combustion Science and Technology,0.468,12257
Community Ecology,0.468,12258
Economics and Sociology,0.468,12259
Forum (Germany),0.468,12260
Frontiers in Blockchain,0.468,12261
IAWA Journal,0.468,12262
IEEE Journal on Multiscale and Multiphysics Computational Techniques,0.468,12263
Indian Journal of Pediatrics,0.468,12264
International Journal of the Economics of Business,0.468,12265
"JAOCS, Journal of the American Oil Chemists' Society",0.468,12266
Journal of Cancer Research and Therapeutics,0.468,12267
Journal of Craniovertebral Junction and Spine,0.468,12268
Journal of Electrochemical Energy Conversion and Storage,0.468,12269
Journal of Marine Science and Application,0.468,12270
Journal of Taibah University for Science,0.468,12271
Journal of Technology in Human Services,0.468,12272
Sequential Analysis,0.468,12273
Social Inclusion,0.468,12274
Traffic Safety Research,0.468,12275
Tropical Conservation Science,0.468,12276
Clinical Infection in Practice,0.468,12277
Plasmonics,0.468,12278
Psychiatric Genetics,0.468,12279
Arts and Humanities in Higher Education,0.467,12280
Critical African Studies,0.467,12281
International Journal of Multicultural Education,0.467,12282
Anesthesiology and Pain Medicine,0.467,12283
"Families, Relationships and Societies",0.467,12284
Filomat,0.467,12285
GeoInformatica,0.467,12286
Handbook of Environmental Chemistry,0.467,12287
Huanjing Kexue/Environmental Science,0.467,12288
Journal of Wound Care,0.467,12289
Minimax Theory and its Applications,0.467,12290
Nordic Journal of Studies in Educational Policy,0.467,12291
Review of Behavioral Finance,0.467,12292
Symmetry,0.467,12293
Tropical Zoology,0.467,12294
"Vestnik Udmurtskogo Universiteta: Matematika, Mekhanika, Komp'yuternye Nauki",0.467,12295
International Journal of Intelligent Robotics and Applications,0.467,12296
MSMR,0.467,12297
Acta Analytica,0.466,12298
Cuadernos de Prehistoria y Arqueologia de la Universidad de Granada,0.466,12299
Journal of Communication Inquiry,0.466,12300
Cereal Research Communications,0.466,12301
Footwear Science,0.466,12302
Geologica Belgica,0.466,12303
Hystrix,0.466,12304
Jianzhu Jiegou Xuebao/Journal of Building Structures,0.466,12305
Quintessence International,0.466,12306
Small-scale Forestry,0.466,12307
Archivos de Bronconeumologia,0.466,12308
Heart International,0.466,12309
Molecular and Clinical Oncology,0.466,12310
Journal of Medical Ethics and History of Medicine,0.465,12311
Philosophia Mathematica,0.465,12312
Virtual Archaeology Review,0.465,12313
Adapted Physical Activity Quarterly,0.465,12314
Analysis Mathematica,0.465,12315
Clinical Pediatric Endocrinology,0.465,12316
Journal of Chromatography Open,0.465,12317
Microscopy and Microanalysis,0.465,12318
Multidimensional Systems and Signal Processing,0.465,12319
Peace and Conflict,0.465,12320
Photochem,0.465,12321
Spatial Information Research,0.465,12322
Systems Research and Behavioral Science,0.465,12323
Indian Journal of Palliative Care,0.465,12324
Chaos Theory and Applications,0.464,12325
China Review,0.464,12326
International Sports Law Journal,0.464,12327
JASA Express Letters,0.464,12328
Journal of Anthropological Research,0.464,12329
Foundations of Data Science,0.464,12330
German Journal of Agricultural Economics,0.464,12331
"Journal of Economics, Race, and Policy",0.464,12332
Journal of Mining and Strata Control Engineering,0.464,12333
Journal of Pediatric Ophthalmology and Strabismus,0.464,12334
Nonautonomous Dynamical Systems,0.464,12335
Resource Geology,0.464,12336
Rural Special Education Quarterly,0.464,12337
SERIEs,0.464,12338
South African Geographical Journal,0.464,12339
Welding Journal,0.464,12340
Zhongguo Tiedao Kexue/China Railway Science,0.464,12341
Respiratory Medicine and Research,0.464,12342
World Journal of Experimental Medicine,0.464,12343
Apeiron,0.463,12344
Asian Pacific Journal of Social Work,0.463,12345
Critical Studies in Media Communication,0.463,12346
Eurasian Mining,0.463,12347
International Journal of Civil Engineering,0.463,12348
International Journal of Differential Equations,0.463,12349
International Journal of Physical Modelling in Geotechnics,0.463,12350
Journal of Coatings Technology and Research,0.463,12351
"Journal of Dynamic Systems, Measurement and Control",0.463,12352
Journal of Pharmacopuncture,0.463,12353
Lifestyle Medicine,0.463,12354
Pharmaceutical Development and Technology,0.463,12355
African Journal of AIDS Research,0.463,12356
Aging and Health Research,0.463,12357
Journal of Peptide Science,0.463,12358
Journal of Dance Medicine and Science,0.462,12359
"Journal of Intellectual Property, Information Technology and E-Commerce Law",0.462,12360
Rural Theology,0.462,12361
Applied Nanoscience (Switzerland),0.462,12362
Australian Journal of General Practice,0.462,12363
Communication Research and Practice,0.462,12364
Computational and Mathematical Organization Theory,0.462,12365
Education Policy Analysis Archives,0.462,12366
Electric Power Engineering Technology,0.462,12367
Infants and Young Children,0.462,12368
Integration,0.462,12369
International Journal of Communication Systems,0.462,12370
Journal of Asian Ceramic Societies,0.462,12371
Journal of Essential Oil Research,0.462,12372
Journal of Horticultural Science and Biotechnology,0.462,12373
Journal of Regulatory Economics,0.462,12374
Journal of the American Veterinary Medical Association,0.462,12375
Kyoto Journal of Mathematics,0.462,12376
Landscape Online,0.462,12377
Learning Organization,0.462,12378
Plasma Chemistry and Plasma Processing,0.462,12379
Quality Assurance in Education,0.462,12380
Scientia Pharmaceutica,0.462,12381
Veterinary Clinical Pathology,0.462,12382
Communications in Statistics - Theory and Methods,0.462,12383
Formal Aspects of Computing,0.462,12384
Neuroradiology Journal,0.462,12385
Ontario Health Technology Assessment Series,0.462,12386
South African Journal of Communication Disorders,0.461,12387
Advances in Anatomy Embryology and Cell Biology,0.461,12388
Brazilian Journal of Anesthesiology (English Edition),0.461,12389
Current Pediatric Reviews,0.461,12390
Electronic Journal of Graph Theory and Applications,0.461,12391
European Journal of Materials,0.461,12392
Frontiers of Earth Science,0.461,12393
Hand Surgery and Rehabilitation,0.461,12394
Journal of Computer Virology and Hacking Techniques,0.461,12395
Journal of Neurosurgical Sciences,0.461,12396
Journal of Plant Nutrition,0.461,12397
Management (France),0.461,12398
Mitteilungen aus dem Museum fur Naturkunde in Berlin - Deutsche Entomologische Zeitschrift,0.461,12399
"Propellants, Explosives, Pyrotechnics",0.461,12400
Rethinking Ecology,0.461,12401
Science of Sintering,0.461,12402
Seminars in Speech and Language,0.461,12403
Dementia and Geriatric Cognitive Disorders Extra,0.461,12404
Gynecologic Oncology Reports,0.461,12405
Journal of Educational and Psychological Consultation,0.461,12406
Journal of Pharmacological and Toxicological Methods,0.461,12407
Mediterranean Journal of Hematology and Infectious Diseases,0.461,12408
Preparative Biochemistry and Biotechnology,0.461,12409
"City, Territory and Architecture",0.460,12410
Finance and Society,0.460,12411
History and Philosophy of Logic,0.460,12412
Applied Set-Valued Analysis and Optimization,0.460,12413
Atoms,0.460,12414
Critical Care Nurse,0.460,12415
Development Southern Africa,0.460,12416
Global Pediatric Health,0.460,12417
International Journal of Agronomy,0.460,12418
Journal of Bryology,0.460,12419
Journal of Palestine Studies,0.460,12420
Journal of the American Association of Nurse Practitioners,0.460,12421
Journal of the American Mosquito Control Association,0.460,12422
Marketing Education Review,0.460,12423
Mathematical Inequalities and Applications,0.460,12424
Measurement,0.460,12425
Skin Appendage Disorders,0.460,12426
Studies in Indian Politics,0.460,12427
Tohoku Journal of Experimental Medicine,0.460,12428
Coronary Artery Disease,0.460,12429
Nutrition and Health,0.460,12430
"Proceedings of the Annual International Conference on Mobile Computing and Networking, MOBICOM",0.460,12431
Behavioral Sciences and the Law,0.459,12432
Contemporary European History,0.459,12433
Human Geography (United Kingdom),0.459,12434
International Journal of Pharmacy Practice,0.459,12435
Partner Abuse,0.459,12436
Applied Animal Science,0.459,12437
Ardeola,0.459,12438
Canadian Journal of Administrative Sciences,0.459,12439
Central European Management Journal,0.459,12440
Crop and Pasture Science,0.459,12441
Engineering Reports,0.459,12442
European Journal of Inorganic Chemistry,0.459,12443
Folia Parasitologica,0.459,12444
Holistic Nursing Practice,0.459,12445
IET Systems Biology,0.459,12446
International Journal of Image and Data Fusion,0.459,12447
Journal of Agricultural and Resource Economics,0.459,12448
Journal of Continuing Higher Education,0.459,12449
Journal of Ecohydraulics,0.459,12450
Journal of Ecology and Environment,0.459,12451
Journal of Family and Community Medicine,0.459,12452
Journal of Financial Data Science,0.459,12453
Marine Geodesy,0.459,12454
Photonics,0.459,12455
Photonics and Nanostructures - Fundamentals and Applications,0.459,12456
Current Issues in Personality Psychology,0.459,12457
Growth Factors,0.459,12458
Journal of Obstetrics and Gynaecology,0.459,12459
Orbit,0.459,12460
Personalized Medicine,0.459,12461
Iowa Law Review,0.458,12462
Literacy,0.458,12463
Open House International,0.458,12464
Science Progress,0.458,12465
Art of Discrete and Applied Mathematics,0.458,12466
Community Health Equity Research and Policy,0.458,12467
Electrical Engineering,0.458,12468
European Journal of Behavior Analysis,0.458,12469
International Journal of Experimental Pathology,0.458,12470
Journal of Communication in Healthcare,0.458,12471
Journal of Heuristics,0.458,12472
Journal of Innovative Optical Health Sciences,0.458,12473
Journal of Korean Academy of Nursing Administration,0.458,12474
Journal of Manipulative and Physiological Therapeutics,0.458,12475
Journal of Teaching and Learning for Graduate Employability,0.458,12476
Kew Bulletin,0.458,12477
Learning and Motivation,0.458,12478
Ozone: Science and Engineering,0.458,12479
Structural Engineering International,0.458,12480
Transplant Immunology,0.458,12481
Zhongguo Dianli/Electric Power,0.458,12482
Bratislava Medical Journal,0.458,12483
Indian Heart Journal,0.458,12484
Journal of Biomechanical Engineering,0.458,12485
Protein Journal,0.458,12486
African Security Review,0.457,12487
Journal of Forensic and Legal Medicine,0.457,12488
Languages,0.457,12489
Music and Science,0.457,12490
Popular Music and Society,0.457,12491
Public Organization Review,0.457,12492
Violence and Gender,0.457,12493
Advances in Accounting,0.457,12494
Asian Journal of Atmospheric Environment,0.457,12495
Frontiers of Materials Science,0.457,12496
Geochemical Transactions,0.457,12497
Journal of Philanthropy and Marketing,0.457,12498
"Mining, Metallurgy and Exploration",0.457,12499
Pain Management,0.457,12500
Production Engineering Archives,0.457,12501
Studies in Economics and Finance,0.457,12502
Croatian Medical Journal,0.457,12503
Journal of Medical Radiation Sciences,0.457,12504
Meteorological Monthly,0.457,12505
Serbian Astronomical Journal,0.457,12506
Vibrational Spectroscopy,0.457,12507
Comechingonia,0.456,12508
Cultural Studies - Critical Methodologies,0.456,12509
Acta Montanistica Slovaca,0.456,12510
Applied Microbiology (Switzerland),0.456,12511
Applied Spectroscopy,0.456,12512
Asian Review of Accounting,0.456,12513
Australian Journal of Civil Engineering,0.456,12514
CIN - Computers Informatics Nursing,0.456,12515
International Journal of Coal Preparation and Utilization,0.456,12516
International Sociology,0.456,12517
Legal Medicine,0.456,12518
Methodist DeBakey Cardiovascular Journal,0.456,12519
Ostrich,0.456,12520
Polish Journal of Food and Nutrition Sciences,0.456,12521
Research in Education,0.456,12522
Surface Science Spectra,0.456,12523
Transport,0.456,12524
Veterinary Parasitology: Regional Studies and Reports,0.456,12525
Natural Computing,0.456,12526
AES: Journal of the Audio Engineering Society,0.455,12527
Communication and Society,0.455,12528
Critical Criminology,0.455,12529
Feminist Review,0.455,12530
International Review of the Red Cross,0.455,12531
Journal of Law and Society,0.455,12532
Revista Espanola de la Transparencia,0.455,12533
Developing Economies,0.455,12534
Foreign Trade Review,0.455,12535
Journal of Business Cycle Research,0.455,12536
Journal of Wine Economics,0.455,12537
Lithosphere,0.455,12538
Ocean Science Journal,0.455,12539
"Physics Letters, Section A: General, Atomic and Solid State Physics",0.455,12540
Smart Science,0.455,12541
Survey Research Methods,0.455,12542
International Journal of Occupational Medicine and Environmental Health,0.455,12543
New Zealand Medical Journal,0.455,12544
Nordic Psychology,0.455,12545
South African Journal of Economics,0.455,12546
Acta Biotheoretica,0.454,12547
Annales Universitatis Apulensis. Series Historica,0.454,12548
Evaluation Review,0.454,12549
International Journal of Education Through Art,0.454,12550
Journal of Ethnicity in Criminal Justice,0.454,12551
Journal of Legal Affairs and Dispute Resolution in Engineering and Construction,0.454,12552
"Journal of Policing, Intelligence and Counter Terrorism",0.454,12553
"Medicine, Science and the Law",0.454,12554
Animal Science Journal,0.454,12555
Archives Animal Breeding,0.454,12556
Digital Library Perspectives,0.454,12557
Interest Groups and Advocacy,0.454,12558
Intervention in School and Clinic,0.454,12559
Journal of Electric Propulsion,0.454,12560
"Journal of Infrared, Millimeter, and Terahertz Waves",0.454,12561
Journal of Plastic Film and Sheeting,0.454,12562
Nitrogen (Switzerland),0.454,12563
Plant Biotechnology,0.454,12564
Rocky Mountain Journal of Mathematics,0.454,12565
Scandinavian Journal of Information Systems,0.454,12566
Social Work Research,0.454,12567
Critical Reviews in Immunology,0.454,12568
Dementia e Neuropsychologia,0.454,12569
Diving and Hyperbaric Medicine,0.454,12570
Evolutionary Behavioral Sciences,0.454,12571
International Journal of Internet Marketing and Advertising,0.454,12572
Journal of Radiological Protection,0.454,12573
Critical Inquiry,0.453,12574
Journal of Eurasian Studies,0.453,12575
Journal of Financial Crime,0.453,12576
Review of Cognitive Linguistics,0.453,12577
Animal Welfare,0.453,12578
Applied Phycology,0.453,12579
Biomedical Glasses,0.453,12580
Breast Journal,0.453,12581
CYTA - Journal of Food,0.453,12582
Emergency Radiology,0.453,12583
Fusion Science and Technology,0.453,12584
Georgian Mathematical Journal,0.453,12585
Hydrobiology,0.453,12586
International Journal of Rehabilitation Research,0.453,12587
Iranian Journal of Medical Sciences,0.453,12588
Iranian Journal of Pharmaceutical Research,0.453,12589
Journal of Electromagnetic Engineering and Science,0.453,12590
Journal of Family Therapy,0.453,12591
Journal of Non-Crystalline Solids: X,0.453,12592
Journal of Policy Studies,0.453,12593
Nursing Education Perspectives,0.453,12594
Petrology,0.453,12595
Stochastics,0.453,12596
SynOpen,0.453,12597
Cardiology in Review,0.453,12598
"Endocrinologia, Diabetes y Nutricion",0.453,12599
Insight,0.453,12600
Journal of Alternative Investments,0.453,12601
"Journal of Neurological Surgery, Part B: Skull Base",0.453,12602
Journal of Criminal Justice Education,0.452,12603
Medieval Archaeology,0.452,12604
Beton- und Stahlbetonbau,0.452,12605
Geophysica,0.452,12606
Hand Clinics,0.452,12607
Journal of Applied and Computational Mechanics,0.452,12608
Journal of Cosmetic and Laser Therapy,0.452,12609
Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering,0.452,12610
Journal of Library Science in China,0.452,12611
Journal of Long-Term Care,0.452,12612
Journal of Navigation,0.452,12613
Turkish Journal of Agriculture and Forestry,0.452,12614
Vietnam Journal of Earth Sciences,0.452,12615
Acta Cardiologica Sinica,0.452,12616
Scandinavian Cardiovascular Journal,0.452,12617
IEEE International Test Conference (TC),0.452,12618
Jurnal Ilmiah Peuradeun,0.451,12619
Acta Carsologica,0.451,12620
Advances in Agriculture,0.451,12621
Applied Optics,0.451,12622
Atlas of the Oral and Maxillofacial Surgery Clinics of North America,0.451,12623
Discover Social Science and Health,0.451,12624
Distributed and Parallel Databases,0.451,12625
Drug Development and Industrial Pharmacy,0.451,12626
Environmental Geotechnics,0.451,12627
Forum Qualitative Sozialforschung,0.451,12628
GEUS Bulletin,0.451,12629
Ichnos,0.451,12630
IET Wireless Sensor Systems,0.451,12631
IZA Journal of Labor Policy,0.451,12632
Jahrbucher fur Nationalokonomie und Statistik,0.451,12633
Journal of Electrostatics,0.451,12634
Journal of Sustainability Research,0.451,12635
"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",0.451,12636
Numerical Heat Transfer; Part A: Applications,0.451,12637
Oxidation of Metals,0.451,12638
Phytoparasitica,0.451,12639
Rendiconti Lincei,0.451,12640
Science and Technology for the Built Environment,0.451,12641
World Journal of Emergency Medicine,0.451,12642
American Journal of Ophthalmology Case Reports,0.451,12643
Clinical Physiology and Functional Imaging,0.451,12644
Proceedings - IEEE International Conference on Multimedia and Expo,0.451,12645
Yustisia,0.450,12646
Anti-Corrosion Methods and Materials,0.450,12647
Behaviormetrika,0.450,12648
"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa",0.450,12649
CMES - Computer Modeling in Engineering and Sciences,0.450,12650
International Journal of Industrial Engineering Computations,0.450,12651
Jamba: Journal of Disaster Risk Studies,0.450,12652
Journal of Advanced Research in Micro and Nano Engineering,0.450,12653
Journal of Agricultural and Applied Economics,0.450,12654
Journal of Fractal Geometry,0.450,12655
Journal of North African Studies,0.450,12656
Nematropica,0.450,12657
Plant Species Biology,0.450,12658
Plant Systematics and Evolution,0.450,12659
Russian Journal of Herpetology,0.450,12660
Women's Health Reports,0.450,12661
Australian Journal of Forensic Sciences,0.450,12662
Canadian Journal of Physiology and Pharmacology,0.450,12663
Cancer/Radiotherapie,0.450,12664
Cellular Reprogramming,0.450,12665
Revista Brasileira de Ginecologia e Obstetricia,0.450,12666
Scandinavian Journal of Work and Organizational Psychology,0.450,12667
Strategies in Trauma and Limb Reconstruction,0.450,12668
Heritage,0.449,12669
International Journal of Legal Discourse,0.449,12670
JACCP Journal of the American College of Clinical Pharmacy,0.449,12671
Levant,0.449,12672
Acta Oto-Laryngologica,0.449,12673
Annals of Transplantation,0.449,12674
Autex Research Journal,0.449,12675
British Journal of Guidance and Counselling,0.449,12676
Critical Care Science,0.449,12677
Discover Computing,0.449,12678
European Journal of Anaesthesiology and Intensive Care,0.449,12679
Geburtshilfe und Frauenheilkunde,0.449,12680
IET Information Security,0.449,12681
Interdisciplinary Mathematical Sciences,0.449,12682
International Journal of Thermophysics,0.449,12683
Journal of Chemical and Engineering Data,0.449,12684
Library Management,0.449,12685
Raumforschung und Raumordnung,0.449,12686
Results in Optics,0.449,12687
Revista Paulista de Pediatria,0.449,12688
Thoracic and Cardiovascular Surgeon,0.449,12689
Topology and its Applications,0.449,12690
Tourism and Hospitality,0.449,12691
Criminal Behaviour and Mental Health,0.449,12692
GeroPsych: The Journal of Gerontopsychology and Geriatric Psychiatry,0.449,12693
International Journal of Peptide Research and Therapeutics,0.449,12694
International Journal of Translational Medicine,0.449,12695
Journal of Ambient Intelligence and Smart Environments,0.449,12696
Mental Health Review Journal,0.449,12697
Revista INVI,0.448,12698
Anatomical Science International,0.448,12699
Celestial Mechanics and Dynamical Astronomy,0.448,12700
Cogent Food and Agriculture,0.448,12701
Education Research International,0.448,12702
European Journal of Hospital Pharmacy,0.448,12703
Insectes Sociaux,0.448,12704
Journal of Agricultural Science,0.448,12705
Journal of Building Pathology and Rehabilitation,0.448,12706
Journal of Peace Education,0.448,12707
Journal of Turkish Science Education,0.448,12708
Manufacturing Review,0.448,12709
Materials and Corrosion,0.448,12710
Organization Management Journal,0.448,12711
Polar Record,0.448,12712
Tropical Ecology,0.448,12713
Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften,0.448,12714
Anadolu Psikiyatri Dergisi,0.448,12715
Arquivos de Neuro-Psiquiatria,0.448,12716
Canadian Journal of Urology,0.448,12717
Danish Medical Journal,0.448,12718
Journal of EMDR Practice and Research,0.448,12719
Journal of Invasive Cardiology,0.448,12720
Mental Illness,0.448,12721
Social and Environmental Accountability Journal,0.448,12722
Annals of Geophysics,0.447,12723
Avian Diseases,0.447,12724
European Physical Journal: Special Topics,0.447,12725
European Review of International Studies,0.447,12726
Evidence-Based Dentistry,0.447,12727
International Journal of Surgical Oncology,0.447,12728
International Journal of Surgical Pathology,0.447,12729
Journal of Real Estate Research,0.447,12730
Annals of Indian Academy of Neurology,0.447,12731
Asia-Pacific Journal of Accounting and Economics,0.447,12732
Central European Journal of Immunology,0.447,12733
Ethiopian journal of health sciences,0.447,12734
Journal of Ultrasonography,0.447,12735
Metroeconomica,0.447,12736
MRS Communications,0.447,12737
Journal of Islamic Studies,0.446,12738
Belitung Nursing Journal,0.446,12739
Economics of Transition and Institutional Change,0.446,12740
International Journal of Africa Nursing Sciences,0.446,12741
Journal of Applied Animal Welfare Science,0.446,12742
"Journal of Entrepreneurship, Management and Innovation",0.446,12743
Journal of Social Work in End-of-Life and Palliative Care,0.446,12744
Journal of Visceral Surgery,0.446,12745
Logical Methods in Computer Science,0.446,12746
Solid State Communications,0.446,12747
Clinical Nutrition Open Science,0.446,12748
Journal of Computer Science and Technology,0.446,12749
Journal of Motor Learning and Development,0.446,12750
Libyan Journal of Medicine,0.446,12751
South African Medical Journal,0.446,12752
Turk Patoloji Dergisi,0.446,12753
Business and Professional Communication Quarterly,0.445,12754
Aeronautical Journal,0.445,12755
Annales de la Societe Entomologique de France,0.445,12756
CCF Transactions on Pervasive Computing and Interaction,0.445,12757
International Journal of Microsimulation,0.445,12758
Journal of Osteopathic Medicine,0.445,12759
Journal of Pediatric Endocrinology and Metabolism,0.445,12760
Journal of Science in Sport and Exercise,0.445,12761
Vietnam Journal of Mathematics,0.445,12762
